Date,State,District,Disease,Cases,Deaths
2024-05-12,Uttar Pradesh,Ayodhya,Typhoid,7,0
2024-05-19,Uttar Pradesh,Ayodhya,Typhoid,13,0
2024-05-26,Uttar Pradesh,Ayodhya,Typhoid,8,0
2024-06-02,Uttar Pradesh,Ayodhya,Typhoid,8,0
2024-06-09,Uttar Pradesh,Ayodhya,Typhoid,16,0
2024-06-16,Uttar Pradesh,Ayodhya,Typhoid,18,0
2024-06-23,Uttar Pradesh,Ayodhya,Typhoid,16,0
2024-06-30,Uttar Pradesh,Ayodhya,Typhoid,18,0
2024-07-07,Uttar Pradesh,Ayodhya,Typhoid,22,0
2024-07-14,Uttar Pradesh,Ayodhya,Typhoid,28,0
2024-07-21,Uttar Pradesh,Ayodhya,Typhoid,36,1
2024-07-28,Uttar Pradesh,Ayodhya,Typhoid,42,1
2024-08-04,Uttar Pradesh,Ayodhya,Typhoid,41,1
2024-08-11,Uttar Pradesh,Ayodhya,Typhoid,53,2
2024-08-18,Uttar Pradesh,Ayodhya,Typhoid,58,1
2024-08-25,Uttar Pradesh,Ayodhya,Typhoid,59,0
2024-09-01,Uttar Pradesh,Ayodhya,Typhoid,67,2
2024-09-08,Uttar Pradesh,Ayodhya,Typhoid,67,2
2024-09-15,Uttar Pradesh,Ayodhya,Typhoid,76,1
2024-09-22,Uttar Pradesh,Ayodhya,Typhoid,81,3
2024-09-29,Uttar Pradesh,Ayodhya,Typhoid,83,1
2024-10-06,Uttar Pradesh,Ayodhya,Typhoid,90,3
2024-10-13,Uttar Pradesh,Ayodhya,Typhoid,92,3
2024-10-20,Uttar Pradesh,Ayodhya,Typhoid,95,2
2024-10-27,Uttar Pradesh,Ayodhya,Typhoid,96,2
2024-11-03,Uttar Pradesh,Ayodhya,Typhoid,96,3
2024-11-10,Uttar Pradesh,Ayodhya,Typhoid,103,3
2024-11-17,Uttar Pradesh,Ayodhya,Typhoid,97,3
2024-11-24,Uttar Pradesh,Ayodhya,Typhoid,101,4
2024-12-01,Uttar Pradesh,Ayodhya,Typhoid,101,2
2024-12-08,Uttar Pradesh,Ayodhya,Typhoid,96,1
2024-12-15,Uttar Pradesh,Ayodhya,Typhoid,95,2
2024-12-22,Uttar Pradesh,Ayodhya,Typhoid,90,3
2024-12-29,Uttar Pradesh,Ayodhya,Typhoid,92,2
2025-01-05,Uttar Pradesh,Ayodhya,Typhoid,87,2
2025-01-12,Uttar Pradesh,Ayodhya,Typhoid,83,2
2025-01-19,Uttar Pradesh,Ayodhya,Typhoid,74,3
2025-01-26,Uttar Pradesh,Ayodhya,Typhoid,70,2
2025-02-02,Uttar Pradesh,Ayodhya,Typhoid,67,2
2025-02-09,Uttar Pradesh,Ayodhya,Typhoid,323,7
2025-02-16,Uttar Pradesh,Ayodhya,Typhoid,51,1
2025-02-23,Uttar Pradesh,Ayodhya,Typhoid,52,1
2025-03-02,Uttar Pradesh,Ayodhya,Typhoid,48,1
2025-03-09,Uttar Pradesh,Ayodhya,Typhoid,116,5
2025-03-16,Uttar Pradesh,Ayodhya,Typhoid,36,1
2025-03-23,Uttar Pradesh,Ayodhya,Typhoid,28,1
2025-03-30,Uttar Pradesh,Ayodhya,Typhoid,28,0
2025-04-06,Uttar Pradesh,Ayodhya,Typhoid,22,0
2025-04-13,Uttar Pradesh,Ayodhya,Typhoid,16,0
2025-04-20,Uttar Pradesh,Ayodhya,Typhoid,16,0
2025-04-27,Uttar Pradesh,Ayodhya,Typhoid,12,0
2025-05-04,Uttar Pradesh,Ayodhya,Typhoid,11,0
2025-05-11,Uttar Pradesh,Ayodhya,Typhoid,8,0
2025-05-18,Uttar Pradesh,Ayodhya,Typhoid,9,0
2025-05-25,Uttar Pradesh,Ayodhya,Typhoid,12,0
2025-06-01,Uttar Pradesh,Ayodhya,Typhoid,13,0
2025-06-08,Uttar Pradesh,Ayodhya,Typhoid,16,0
2025-06-15,Uttar Pradesh,Ayodhya,Typhoid,17,0
2025-06-22,Uttar Pradesh,Ayodhya,Typhoid,16,0
2025-06-29,Uttar Pradesh,Ayodhya,Typhoid,21,0
2025-07-06,Uttar Pradesh,Ayodhya,Typhoid,27,0
2025-07-13,Uttar Pradesh,Ayodhya,Typhoid,27,0
2025-07-20,Uttar Pradesh,Ayodhya,Typhoid,36,0
2025-07-27,Uttar Pradesh,Ayodhya,Typhoid,40,1
2025-08-03,Uttar Pradesh,Ayodhya,Typhoid,46,0
2025-08-10,Uttar Pradesh,Ayodhya,Typhoid,53,2
2025-08-17,Uttar Pradesh,Ayodhya,Typhoid,56,1
2025-08-24,Uttar Pradesh,Ayodhya,Typhoid,58,2
2025-08-31,Uttar Pradesh,Ayodhya,Typhoid,63,2
2025-09-07,Uttar Pradesh,Ayodhya,Typhoid,74,2
2025-09-14,Uttar Pradesh,Ayodhya,Typhoid,75,2
2025-09-21,Uttar Pradesh,Ayodhya,Typhoid,80,1
2025-09-28,Uttar Pradesh,Ayodhya,Typhoid,548,14
2025-10-05,Uttar Pradesh,Ayodhya,Typhoid,89,2
2025-10-12,Uttar Pradesh,Ayodhya,Typhoid,94,1
2025-10-19,Uttar Pradesh,Ayodhya,Typhoid,93,2
2025-10-26,Uttar Pradesh,Ayodhya,Typhoid,100,2
2025-11-02,Uttar Pradesh,Ayodhya,Typhoid,96,1
2025-11-09,Uttar Pradesh,Ayodhya,Typhoid,101,1
2025-11-16,Uttar Pradesh,Ayodhya,Typhoid,101,4
2025-11-23,Uttar Pradesh,Ayodhya,Typhoid,97,2
2025-11-30,Uttar Pradesh,Ayodhya,Typhoid,96,1
2025-12-07,Uttar Pradesh,Ayodhya,Typhoid,101,2
2025-12-14,Uttar Pradesh,Ayodhya,Typhoid,92,3
2025-12-21,Uttar Pradesh,Ayodhya,Typhoid,89,3
2023-01-01,Uttar Pradesh,Ayodhya,Chikungunya,93,4
2023-01-08,Uttar Pradesh,Ayodhya,Chikungunya,23,0
2023-01-15,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2023-01-22,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2023-01-29,Uttar Pradesh,Ayodhya,Chikungunya,21,0
2023-02-05,Uttar Pradesh,Ayodhya,Chikungunya,21,0
2023-02-12,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2023-02-19,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2023-02-26,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2023-03-05,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2023-03-12,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2023-03-19,Uttar Pradesh,Ayodhya,Chikungunya,12,0
2023-03-26,Uttar Pradesh,Ayodhya,Chikungunya,10,0
2023-04-02,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2023-04-09,Uttar Pradesh,Ayodhya,Chikungunya,5,0
2023-04-16,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2023-04-23,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2023-04-30,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2023-05-07,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2023-05-14,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2023-05-21,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2023-05-28,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2023-06-04,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2023-06-11,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2023-06-18,Uttar Pradesh,Ayodhya,Chikungunya,5,0
2023-06-25,Uttar Pradesh,Ayodhya,Chikungunya,0,0
2023-07-02,Uttar Pradesh,Ayodhya,Chikungunya,8,0
2023-07-09,Uttar Pradesh,Ayodhya,Chikungunya,13,0
2023-07-16,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2023-07-23,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2023-07-30,Uttar Pradesh,Ayodhya,Chikungunya,10,0
2023-08-06,Uttar Pradesh,Ayodhya,Chikungunya,12,0
2023-08-13,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2023-08-20,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2023-08-27,Uttar Pradesh,Ayodhya,Chikungunya,12,0
2023-09-03,Uttar Pradesh,Ayodhya,Chikungunya,12,0
2023-09-10,Uttar Pradesh,Ayodhya,Chikungunya,13,0
2023-09-17,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2023-09-24,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2023-10-01,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2023-10-08,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2023-10-15,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2023-10-22,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2023-10-29,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2023-11-05,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2023-11-12,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2023-11-19,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2023-11-26,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2023-12-03,Uttar Pradesh,Ayodhya,Chikungunya,23,0
2023-12-10,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2023-12-17,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2023-12-24,Uttar Pradesh,Ayodhya,Chikungunya,26,0
2023-12-31,Uttar Pradesh,Ayodhya,Chikungunya,25,0
2024-01-07,Uttar Pradesh,Ayodhya,Chikungunya,23,0
2024-01-14,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2024-01-21,Uttar Pradesh,Ayodhya,Chikungunya,18,0
2024-01-28,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2024-02-04,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2024-02-11,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2024-02-18,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2024-02-25,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2024-03-03,Uttar Pradesh,Ayodhya,Chikungunya,11,0
2024-03-10,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2024-03-17,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2024-03-24,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2024-03-31,Uttar Pradesh,Ayodhya,Chikungunya,8,0
2024-04-07,Uttar Pradesh,Ayodhya,Chikungunya,6,0
2024-04-14,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2024-04-21,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2024-04-28,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2024-05-05,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2024-05-12,Uttar Pradesh,Ayodhya,Chikungunya,6,0
2024-05-19,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2024-05-26,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2024-06-02,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2024-06-09,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2024-06-16,Uttar Pradesh,Ayodhya,Chikungunya,5,0
2024-06-23,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2024-06-30,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2024-07-07,Uttar Pradesh,Ayodhya,Chikungunya,5,0
2024-07-14,Uttar Pradesh,Ayodhya,Chikungunya,3,0
2024-07-21,Uttar Pradesh,Ayodhya,Chikungunya,10,0
2024-07-28,Uttar Pradesh,Ayodhya,Chikungunya,11,0
2024-08-04,Uttar Pradesh,Ayodhya,Chikungunya,11,0
2024-08-11,Uttar Pradesh,Ayodhya,Chikungunya,6,0
2024-08-18,Uttar Pradesh,Ayodhya,Chikungunya,11,0
2024-08-25,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2024-09-01,Uttar Pradesh,Ayodhya,Chikungunya,11,0
2024-09-08,Uttar Pradesh,Ayodhya,Chikungunya,18,0
2024-09-15,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2024-09-22,Uttar Pradesh,Ayodhya,Chikungunya,86,1
2024-09-29,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2024-10-06,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2024-10-13,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2024-10-20,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2024-10-27,Uttar Pradesh,Ayodhya,Chikungunya,21,0
2024-11-03,Uttar Pradesh,Ayodhya,Chikungunya,121,1
2024-11-10,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2024-11-17,Uttar Pradesh,Ayodhya,Chikungunya,21,0
2024-11-24,Uttar Pradesh,Ayodhya,Chikungunya,142,4
2024-12-01,Uttar Pradesh,Ayodhya,Chikungunya,27,0
2024-12-08,Uttar Pradesh,Ayodhya,Chikungunya,26,0
2024-12-15,Uttar Pradesh,Ayodhya,Chikungunya,24,0
2024-12-22,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2024-12-29,Uttar Pradesh,Ayodhya,Chikungunya,18,0
2025-01-05,Uttar Pradesh,Ayodhya,Chikungunya,18,0
2025-01-12,Uttar Pradesh,Ayodhya,Chikungunya,21,1
2025-01-19,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2025-01-26,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2025-02-02,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2025-02-09,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2025-02-16,Uttar Pradesh,Ayodhya,Chikungunya,13,0
2025-02-23,Uttar Pradesh,Ayodhya,Chikungunya,43,1
2025-03-02,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2025-03-09,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2025-03-16,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2025-03-23,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2025-03-30,Uttar Pradesh,Ayodhya,Chikungunya,8,0
2025-04-06,Uttar Pradesh,Ayodhya,Chikungunya,10,0
2025-04-13,Uttar Pradesh,Ayodhya,Chikungunya,4,0
2025-04-20,Uttar Pradesh,Ayodhya,Chikungunya,9,0
2025-04-27,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2025-05-04,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2025-05-11,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2025-05-18,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2025-05-25,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2025-06-01,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2025-06-08,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2025-06-15,Uttar Pradesh,Ayodhya,Chikungunya,6,0
2025-06-22,Uttar Pradesh,Ayodhya,Chikungunya,2,0
2025-06-29,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2025-07-06,Uttar Pradesh,Ayodhya,Chikungunya,1,0
2025-07-13,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2025-07-20,Uttar Pradesh,Ayodhya,Chikungunya,10,0
2025-07-27,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2025-08-03,Uttar Pradesh,Ayodhya,Chikungunya,8,0
2025-08-10,Uttar Pradesh,Ayodhya,Chikungunya,43,1
2025-08-17,Uttar Pradesh,Ayodhya,Chikungunya,7,0
2025-08-24,Uttar Pradesh,Ayodhya,Chikungunya,15,0
2025-08-31,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2025-09-07,Uttar Pradesh,Ayodhya,Chikungunya,12,0
2025-09-14,Uttar Pradesh,Ayodhya,Chikungunya,16,0
2025-09-21,Uttar Pradesh,Ayodhya,Chikungunya,14,0
2025-09-28,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2025-10-05,Uttar Pradesh,Ayodhya,Chikungunya,17,0
2025-10-12,Uttar Pradesh,Ayodhya,Chikungunya,16,0
2025-10-19,Uttar Pradesh,Ayodhya,Chikungunya,22,1
2025-10-26,Uttar Pradesh,Ayodhya,Chikungunya,22,0
2025-11-02,Uttar Pradesh,Ayodhya,Chikungunya,137,5
2025-11-09,Uttar Pradesh,Ayodhya,Chikungunya,24,0
2025-11-16,Uttar Pradesh,Ayodhya,Chikungunya,20,0
2025-11-23,Uttar Pradesh,Ayodhya,Chikungunya,19,0
2025-11-30,Uttar Pradesh,Ayodhya,Chikungunya,23,0
2025-12-07,Uttar Pradesh,Ayodhya,Chikungunya,24,0
2025-12-14,Uttar Pradesh,Ayodhya,Chikungunya,26,1
2025-12-21,Uttar Pradesh,Ayodhya,Chikungunya,22,1
2023-01-01,Maharashtra,Nandurbar,Dengue,8,0
2023-01-08,Maharashtra,Nandurbar,Dengue,7,0
2023-01-15,Maharashtra,Nandurbar,Dengue,7,0
2023-01-22,Maharashtra,Nandurbar,Dengue,3,0
2023-01-29,Maharashtra,Nandurbar,Dengue,0,0
2023-02-05,Maharashtra,Nandurbar,Dengue,1,0
2023-02-12,Maharashtra,Nandurbar,Dengue,1,0
2023-02-19,Maharashtra,Nandurbar,Dengue,3,0
2023-02-26,Maharashtra,Nandurbar,Dengue,4,0
2023-03-05,Maharashtra,Nandurbar,Dengue,6,0
2023-03-12,Maharashtra,Nandurbar,Dengue,6,0
2023-03-19,Maharashtra,Nandurbar,Dengue,1,0
2023-03-26,Maharashtra,Nandurbar,Dengue,0,0
2023-04-02,Maharashtra,Nandurbar,Dengue,0,0
2023-04-09,Maharashtra,Nandurbar,Dengue,0,0
2023-04-16,Maharashtra,Nandurbar,Dengue,1,0
2023-04-23,Maharashtra,Nandurbar,Dengue,3,0
2023-04-30,Maharashtra,Nandurbar,Dengue,1,0
2023-05-07,Maharashtra,Nandurbar,Dengue,4,0
2023-05-14,Maharashtra,Nandurbar,Dengue,3,0
2023-05-21,Maharashtra,Nandurbar,Dengue,1,0
2023-05-28,Maharashtra,Nandurbar,Dengue,6,0
2023-06-04,Maharashtra,Nandurbar,Dengue,11,0
2023-06-11,Maharashtra,Nandurbar,Dengue,9,0
2023-06-18,Maharashtra,Nandurbar,Dengue,11,0
2023-06-25,Maharashtra,Nandurbar,Dengue,8,0
2023-07-02,Maharashtra,Nandurbar,Dengue,10,0
2023-07-09,Maharashtra,Nandurbar,Dengue,10,0
2023-07-16,Maharashtra,Nandurbar,Dengue,12,0
2023-07-23,Maharashtra,Nandurbar,Dengue,9,0
2023-07-30,Maharashtra,Nandurbar,Dengue,8,0
2023-08-06,Maharashtra,Nandurbar,Dengue,11,0
2023-08-13,Maharashtra,Nandurbar,Dengue,8,0
2023-08-20,Maharashtra,Nandurbar,Dengue,8,0
2023-08-27,Maharashtra,Nandurbar,Dengue,9,0
2023-09-03,Maharashtra,Nandurbar,Dengue,35,1
2023-09-10,Maharashtra,Nandurbar,Dengue,14,0
2023-09-17,Maharashtra,Nandurbar,Dengue,10,0
2023-09-24,Maharashtra,Nandurbar,Dengue,14,0
2023-10-01,Maharashtra,Nandurbar,Dengue,8,0
2023-10-08,Maharashtra,Nandurbar,Dengue,13,0
2023-10-15,Maharashtra,Nandurbar,Dengue,10,0
2023-10-22,Maharashtra,Nandurbar,Dengue,9,0
2023-10-29,Maharashtra,Nandurbar,Dengue,7,0
2023-11-05,Maharashtra,Nandurbar,Dengue,10,0
2023-11-12,Maharashtra,Nandurbar,Dengue,12,0
2023-11-19,Maharashtra,Nandurbar,Dengue,9,0
2023-11-26,Maharashtra,Nandurbar,Dengue,8,0
2023-12-03,Maharashtra,Nandurbar,Dengue,5,0
2023-12-10,Maharashtra,Nandurbar,Dengue,8,0
2023-12-17,Maharashtra,Nandurbar,Dengue,8,0
2023-12-24,Maharashtra,Nandurbar,Dengue,6,0
2023-12-31,Maharashtra,Nandurbar,Dengue,4,0
2024-01-07,Maharashtra,Nandurbar,Dengue,5,0
2024-01-14,Maharashtra,Nandurbar,Dengue,16,0
2024-01-21,Maharashtra,Nandurbar,Dengue,6,0
2024-01-28,Maharashtra,Nandurbar,Dengue,6,0
2024-02-04,Maharashtra,Nandurbar,Dengue,7,0
2024-02-11,Maharashtra,Nandurbar,Dengue,2,0
2024-02-18,Maharashtra,Nandurbar,Dengue,2,0
2024-02-25,Maharashtra,Nandurbar,Dengue,1,0
2024-03-03,Maharashtra,Nandurbar,Dengue,6,0
2024-03-10,Maharashtra,Nandurbar,Dengue,5,0
2024-03-17,Maharashtra,Nandurbar,Dengue,5,0
2024-03-24,Maharashtra,Nandurbar,Dengue,0,0
2024-03-31,Maharashtra,Nandurbar,Dengue,0,0
2024-04-07,Maharashtra,Nandurbar,Dengue,1,0
2024-04-14,Maharashtra,Nandurbar,Dengue,6,0
2024-04-21,Maharashtra,Nandurbar,Dengue,5,0
2024-04-28,Maharashtra,Nandurbar,Dengue,6,0
2024-05-05,Maharashtra,Nandurbar,Dengue,5,0
2024-05-12,Maharashtra,Nandurbar,Dengue,1,0
2024-05-19,Maharashtra,Nandurbar,Dengue,2,0
2024-05-26,Maharashtra,Nandurbar,Dengue,9,0
2024-06-02,Maharashtra,Nandurbar,Dengue,3,0
2024-06-09,Maharashtra,Nandurbar,Dengue,3,0
2024-06-16,Maharashtra,Nandurbar,Dengue,33,1
2024-06-23,Maharashtra,Nandurbar,Dengue,5,0
2024-06-30,Maharashtra,Nandurbar,Dengue,9,0
2024-07-07,Maharashtra,Nandurbar,Dengue,10,0
2024-07-14,Maharashtra,Nandurbar,Dengue,7,0
2024-07-21,Maharashtra,Nandurbar,Dengue,8,0
2024-07-28,Maharashtra,Nandurbar,Dengue,49,2
2024-08-04,Maharashtra,Nandurbar,Dengue,14,0
2024-08-11,Maharashtra,Nandurbar,Dengue,14,0
2024-08-18,Maharashtra,Nandurbar,Dengue,15,0
2024-08-25,Maharashtra,Nandurbar,Dengue,9,0
2024-09-01,Maharashtra,Nandurbar,Dengue,15,0
2024-09-08,Maharashtra,Nandurbar,Dengue,14,0
2024-09-15,Maharashtra,Nandurbar,Dengue,13,0
2024-09-22,Maharashtra,Nandurbar,Dengue,14,0
2024-09-29,Maharashtra,Nandurbar,Dengue,10,0
2024-10-06,Maharashtra,Nandurbar,Dengue,12,0
2024-10-13,Maharashtra,Nandurbar,Dengue,15,0
2024-10-20,Maharashtra,Nandurbar,Dengue,12,0
2024-10-27,Maharashtra,Nandurbar,Dengue,9,0
2024-11-03,Maharashtra,Nandurbar,Dengue,13,0
2024-11-10,Maharashtra,Nandurbar,Dengue,10,0
2024-11-17,Maharashtra,Nandurbar,Dengue,7,0
2024-11-24,Maharashtra,Nandurbar,Dengue,12,0
2024-12-01,Maharashtra,Nandurbar,Dengue,6,0
2024-12-08,Maharashtra,Nandurbar,Dengue,8,0
2024-12-15,Maharashtra,Nandurbar,Dengue,10,0
2024-12-22,Maharashtra,Nandurbar,Dengue,5,0
2024-12-29,Maharashtra,Nandurbar,Dengue,26,1
2025-01-05,Maharashtra,Nandurbar,Dengue,4,0
2025-01-12,Maharashtra,Nandurbar,Dengue,7,0
2025-01-19,Maharashtra,Nandurbar,Dengue,3,0
2025-01-26,Maharashtra,Nandurbar,Dengue,0,0
2025-02-02,Maharashtra,Nandurbar,Dengue,4,0
2025-02-09,Maharashtra,Nandurbar,Dengue,0,0
2025-02-16,Maharashtra,Nandurbar,Dengue,6,0
2025-02-23,Maharashtra,Nandurbar,Dengue,0,0
2025-03-02,Maharashtra,Nandurbar,Dengue,6,0
2025-03-09,Maharashtra,Nandurbar,Dengue,3,0
2025-03-16,Maharashtra,Nandurbar,Dengue,0,0
2025-03-23,Maharashtra,Nandurbar,Dengue,0,0
2025-03-30,Maharashtra,Nandurbar,Dengue,5,0
2025-04-06,Maharashtra,Nandurbar,Dengue,3,0
2025-04-13,Maharashtra,Nandurbar,Dengue,1,0
2025-04-20,Maharashtra,Nandurbar,Dengue,6,0
2025-04-27,Maharashtra,Nandurbar,Dengue,5,0
2025-05-04,Maharashtra,Nandurbar,Dengue,3,0
2025-05-11,Maharashtra,Nandurbar,Dengue,8,0
2025-05-18,Maharashtra,Nandurbar,Dengue,6,0
2025-05-25,Maharashtra,Nandurbar,Dengue,2,0
2025-06-01,Maharashtra,Nandurbar,Dengue,2,0
2025-06-08,Maharashtra,Nandurbar,Dengue,7,0
2025-06-15,Maharashtra,Nandurbar,Dengue,10,0
2025-06-22,Maharashtra,Nandurbar,Dengue,11,0
2025-06-29,Maharashtra,Nandurbar,Dengue,7,0
2025-07-06,Maharashtra,Nandurbar,Dengue,11,0
2025-07-13,Maharashtra,Nandurbar,Dengue,10,0
2025-07-20,Maharashtra,Nandurbar,Dengue,7,0
2025-07-27,Maharashtra,Nandurbar,Dengue,8,0
2025-08-03,Maharashtra,Nandurbar,Dengue,14,0
2025-08-10,Maharashtra,Nandurbar,Dengue,12,0
2025-08-17,Maharashtra,Nandurbar,Dengue,14,0
2025-08-24,Maharashtra,Nandurbar,Dengue,10,0
2025-08-31,Maharashtra,Nandurbar,Dengue,14,0
2025-09-07,Maharashtra,Nandurbar,Dengue,15,0
2025-09-14,Maharashtra,Nandurbar,Dengue,9,0
2025-09-21,Maharashtra,Nandurbar,Dengue,13,0
2025-09-28,Maharashtra,Nandurbar,Dengue,9,0
2025-10-05,Maharashtra,Nandurbar,Dengue,9,0
2025-10-12,Maharashtra,Nandurbar,Dengue,14,0
2025-10-19,Maharashtra,Nandurbar,Dengue,14,0
2025-10-26,Maharashtra,Nandurbar,Dengue,67,1
2025-11-02,Maharashtra,Nandurbar,Dengue,10,0
2025-11-09,Maharashtra,Nandurbar,Dengue,12,0
2025-11-16,Maharashtra,Nandurbar,Dengue,13,0
2025-11-23,Maharashtra,Nandurbar,Dengue,11,0
2025-11-30,Maharashtra,Nandurbar,Dengue,5,0
2025-12-07,Maharashtra,Nandurbar,Dengue,10,0
2025-12-14,Maharashtra,Nandurbar,Dengue,8,0
2025-12-21,Maharashtra,Nandurbar,Dengue,9,0
2023-01-01,Maharashtra,Nandurbar,Malaria,43,0
2023-01-08,Maharashtra,Nandurbar,Malaria,38,0
2023-01-15,Maharashtra,Nandurbar,Malaria,32,1
2023-01-22,Maharashtra,Nandurbar,Malaria,28,0
2023-01-29,Maharashtra,Nandurbar,Malaria,26,1
2023-02-05,Maharashtra,Nandurbar,Malaria,22,0
2023-02-12,Maharashtra,Nandurbar,Malaria,19,0
2023-02-19,Maharashtra,Nandurbar,Malaria,20,0
2023-02-26,Maharashtra,Nandurbar,Malaria,14,0
2023-03-05,Maharashtra,Nandurbar,Malaria,15,0
2023-03-12,Maharashtra,Nandurbar,Malaria,11,0
2023-03-19,Maharashtra,Nandurbar,Malaria,7,0
2023-03-26,Maharashtra,Nandurbar,Malaria,11,0
2023-04-02,Maharashtra,Nandurbar,Malaria,5,0
2023-04-09,Maharashtra,Nandurbar,Malaria,5,0
2023-04-16,Maharashtra,Nandurbar,Malaria,5,0
2023-04-23,Maharashtra,Nandurbar,Malaria,5,0
2023-04-30,Maharashtra,Nandurbar,Malaria,8,0
2023-05-07,Maharashtra,Nandurbar,Malaria,9,0
2023-05-14,Maharashtra,Nandurbar,Malaria,12,0
2023-05-21,Maharashtra,Nandurbar,Malaria,12,0
2023-05-28,Maharashtra,Nandurbar,Malaria,21,0
2023-06-04,Maharashtra,Nandurbar,Malaria,21,0
2023-06-11,Maharashtra,Nandurbar,Malaria,24,0
2023-06-18,Maharashtra,Nandurbar,Malaria,29,0
2023-06-25,Maharashtra,Nandurbar,Malaria,26,1
2023-07-02,Maharashtra,Nandurbar,Malaria,34,1
2023-07-09,Maharashtra,Nandurbar,Malaria,38,0
2023-07-16,Maharashtra,Nandurbar,Malaria,42,1
2023-07-23,Maharashtra,Nandurbar,Malaria,45,0
2023-07-30,Maharashtra,Nandurbar,Malaria,50,1
